Category,Code,Arabic,English,الأداة,الكود,الاسم التجاري,Product Name,التركيبة,Blend Composition,الوصف التسويقي للنكهة (للعميل),Marketing Description,المقاييس بالعربي,Flavor Metrics,ملاحظات التحضير,Brewing Notes,الاسم التجاري الجديد,الوصف التسويقي (يركز على الصحة والنكهة),كثافة التحميص,Roast Level,التحميص,Roast,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,TRB-025,الأنفوشي,AlأNfwshy,٤٥٪ حبشي • ٣٠٪ كوستا ريكي • ٢٠٪ بيرو • ٥٪ يمني,45% Ethiopian + 30% Costa Rican + 20% Peru + 5% Yemeni,فنجان عطري فاخر، يجمع بين رائحة الياسمين وحمضية البرتقال وحلاوة العسل.,"Luxurious cup.
Flavor profile: honey, jasmine; high acidity; medium body.",رغوة 4 / قوام 3 / حمضية 5 / مرارة 2 / نكهة 4 / رائحة 5,Foam 4 / Body 3 / Acidity 5 / Bitterness 2 / Flavor 4 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-026,جليم,Jlym,٣٠٪ كيني • ٤٠٪ جواتيمالا • ٢٠٪ بيرو • ١٠٪ برازيلي,30% Kenyan + 40% Guatemala + 20% Peru + 10% Brazilian,فنجان أنيق، يجمع بين حمضية العنب الأسود وعمق الشوكولاتة مع حلاوة متوازنة.,"Signature cup.
Flavor profile: chocolate; bright acidity; medium-full body.",رغوة 4.5 / قوام 4 / حمضية 3.5 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4.5 / Body 4 / Acidity 3.5 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-028,زيزينيا,Zyzynya,٤٠٪ كيني • ٣٠٪ برازيلي • ٢٥٪ كولومبي • ٥٪ بيرو,40% Kenyan + 30% Brazilian + 25% Colombian + 5% Peru,فنجان متوازن، يجمع بين حلاوة التوت الأسود والمكسرات مع حمضية مشرقة.,"Signature cup.
Flavor profile: berry; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4.5 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 4.5 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-029,العجوزة,Alajwza,٤٠٪ كولومبي • ٤٠٪ بيرو • ٢٠٪ جواتيمالا,40% Colombian + 40% Peru + 20% Guatemala,فنجان كلاسيكي، يجمع بين حلاوة الكراميل والتفاح الأحمر والمكسرات.,"Signature cup.
Flavor profile: caramel, apple; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-030,المنيل,Almnyl,٣٥٪ حبشي • ٣٥٪ كيني • ٣٠٪ برازيلي,35% Ethiopian + 35% Kenyan + 30% Brazilian,فنجان أنيق، يجمع بين حلاوة التوت الأسود ورائحة الزهور ونعومة الشوكولاتة.,"Signature cup.
Flavor profile: chocolate, berry, floral; bright acidity; medium-full body.",رغوة 3.5 / قوام 3.5 / حمضية 4.5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 3.5 / Body 3.5 / Acidity 4.5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-031,رشدي,Rshdy,٥٠٪ جواتيمالا • ٣٠٪ كوستا ريكي • ٢٠٪ كولومبي,50% Guatemala + 30% Costa Rican + 20% Colombian,فنجان منعش، يجمع بين حمضية الفواكه وحلاوة الكراميل والتفاح.,"Refreshing cup.
Flavor profile: caramel, apple; bright acidity; medium-full body.",رغوة 3 / قوام 4 / حمضية 4.5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 3 / Body 4 / Acidity 4.5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,متوسط فاتح,Light,,,,,,
,,,,,TRB-032,سبورتنج,Sbwrtnj,٤٠٪ بيرو • ٤٠٪ كيني • ٢٠٪ جواتيمالا,40% Peru + 40% Kenyan + 20% Guatemala,فنجان رياضي وحيوي، يجمع بين حلاوة التوت الأسود وشوكولاتة الحليب والمكسرات.,"Signature cup.
Flavor profile: chocolate, berry; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-033,إدفو,إDfw,٤٥٪ كولومبي • ٢٠٪ يمني • ٢٠٪ حبشي • ١٥٪ بيرو,45% Colombian + 20% Yemeni + 20% Ethiopian + 15% Peru,فنجان غني، يجمع بين التوابل الشرقية والكراميل وحلاوة الفواكه الداكنة.,"Signature cup.
Flavor profile: caramel; bright acidity; full body.",رغوة 5 / قوام 5.5 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 5 / Body 5.5 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-035,سقارة,Sqara,٤٥٪ برازيلي • ٢٠٪ يمني • ٢٠٪ كولومبي • ١٥٪ حبشي,45% Brazilian + 20% Yemeni + 20% Colombian + 15% Ethiopian,فنجان تاريخي، يجمع بين المكسرات المحمصة والتوابل مع لمسة زهرية عطرية.,"Signature cup.
Flavor profile: bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5.5,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5.5,,,,,,,-,Medium,,,,,,
,,,,,TRB-037,الدقي,Aldqy,٤٠٪ جواتيمالا • ٤٠٪ كولومبي • ٢٠٪ يمني,40% Guatemala + 40% Colombian + 20% Yemeni,فنجان معقد، يجمع بين الشوكولاتة وحلاوة الفواكه الحمراء والتوابل الدافئة.,"Signature cup.
Flavor profile: chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 3 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 3 / Flavor 4 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-038,دهشور,Dhshwr,٤٥٪ برازيلي • ٣٠٪ كيني • ١٥٪ بيرو • ١٠٪ أوغندي,45% Brazilian + 30% Kenyan + 15% Peru + 10% Ugandan,فنجان قوي، يجمع بين الشوكولاتة وحلاوة التوت مع قوام غني وممتلئ.,"Bold cup.
Flavor profile: chocolate, berry; bright acidity; full body.",رغوة 5 / قوام 5 / حمضية 4 / مرارة 2.5 / نكهة 4 / رائحة 4,Foam 5 / Body 5 / Acidity 4 / Bitterness 2.5 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-039,سان ستيفانو,San Styfanw,٤٥٪ حبشي • ٣٥٪ بيرو • ٢٠٪ فيتنامي,45% Ethiopian + 35% Peru + 20% Vietnamese,فنجان راقٍ، يجمع بين حمضية الليمون ورائحة الزهور ونكهة الشاي الأسود.,"Signature cup.
Flavor profile: floral; bright acidity; medium body.",رغوة 4 / قوام 3 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 5,Foam 4 / Body 3 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-046,المنصورة,Almnswra,٣٥٪ بيرو • ٣٠٪ كوستا ريكي • ٢٠٪ كولومبي • ١٠٪ حبشي • ٥٪ بيرو,35% Peru + 30% Costa Rican + 20% Colombian + 10% Ethiopian + 5% Peru,فنجان غني بالطبقات، يجمع بين حلاوة العسل والجوز مع حمضية خفيفة ومنعشة.,"Refreshing cup.
Flavor profile: honey; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 1 / نكهة 5 / رائحة 5.5,Foam 4 / Body 4 / Acidity 4 / Bitterness 1 / Flavor 5 / Aroma 5.5,,,,,,,-,Medium,,,,,,
,,,,,TRB-049,طنطا,Tnta,٤٠٪ كولومبي • ٣٠٪ جواتيمالا • ٣٠٪ فيتنامي,40% Colombian + 30% Guatemala + 30% Vietnamese,فنجان متوازن، يجمع بين حمضية التفاح الأخضر ونكهة المكسرات وعمق الكاكاو.,"Signature cup.
Flavor profile: cocoa, apple; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 3,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 3,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-050,العجمي,Alajmy,٤٠٪ هندي • ٣٥٪ كوستا ريكي • ١٥٪ إندونيسي • ١٠٪ جواتيمالا,40% Indian + 35% Costa Rican + 15% Indonesian + 10% Guatemala,فنجان هادئ، يجمع بين نكهة الشاي الأسود وجوز الهند والأعشاب العطرية.,"Signature cup.
Flavor profile: bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-051,كليوباترا,Klywbatra,٥٠٪ برازيلي • ٣٥٪ هندي • ١٠٪ أوغندي • ٥٪ كيني,50% Brazilian + 35% Indian + 10% Ugandan + 5% Kenyan,فنجان ملكي، يجمع بين نعومة الشوكولاتة البيضاء ورائحة الياسمين ونكهة المكسرات.,"Signature cup.
Flavor profile: chocolate, jasmine; bright acidity; medium-full body.",رغوة 4 / قوام 4.5 / حمضية 3.5 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4.5 / Acidity 3.5 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-057,عابدين,Aabdyn,٤٠٪ برازيلي • ٣٠٪ يمني • ٣٠٪ بيرو,40% Brazilian + 30% Yemeni + 30% Peru,فخامة عابدين، فنجان يجمع بين حلاوة الفواكه المجففة ودفء الهيل وعمق الشوكولاتة الداكنة.,"Comforting cup.
Flavor profile: chocolate, cardamom; balanced acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 3 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 3 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-062,كوم أمبو,Kwm أMbw,٥٠٪ يمني • ٣٠٪ كيني • ٢٠٪ هندي مايسور,50% Yemeni + 30% Kenyan + 20% Indian Mysore,فنجان فرعوني، يجمع بين حلاوة المشمش المجفف والزبيب ودفء التوابل.,"Comforting cup.
Flavor profile: bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-063,الغردقة,Alghrdqa,٤٥٪ بيرو • ٣٥٪ كوستا ريكي • ١٠٪ هندي • ١٠٪ برازيلي,45% Peru + 35% Costa Rican + 10% Indian + 10% Brazilian,إجازة في الغردقة، فنجان استوائي يجمع بين حلاوة الأناناس والمانجو والفانيليا.,"Signature cup.
Flavor profile: pineapple, vanilla; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 1.5 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 1.5 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-064,أبيدوس,أBydws,٦٠٪ جواتيمالا • ٢٠٪ حبشي • ٢٠٪ برازيلي ريو,60% Guatemala + 20% Ethiopian + 20% Brazilian ريو,فنجان عطري، يجمع بين رائحة زهور البرتقال وحلاوة العسل وعمق الكاكاو.,"Signature cup.
Flavor profile: cocoa, honey, floral; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-069,المهندسين,Almhndsyn,٣٥٪ كولومبي • ٢٥٪ برازيلي • ٢٥٪ جواتيمالا • ١٥٪ أوغندي,35% Colombian + 25% Brazilian + 25% Guatemala + 15% Ugandan,فنجان عصري ومتوازن، يجمع بين نكهة المكسرات والشوكولاتة مع حمضية لطيفة.,"Signature cup.
Flavor profile: chocolate; balanced acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 3 / مرارة 2 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 3 / Bitterness 2 / Flavor 4 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-070,بورسعيد,Bwrsayd,٣٠٪ كوستا ريكي • ٣٠٪ بيرو • ٢٠٪ برازيلي • ٢٠٪ فيتنامي,30% Costa Rican + 30% Peru + 20% Brazilian + 20% Vietnamese,فنجان ناعم، يجمع بين حلاوة الكراميل والمكسرات مع قوام مريح.,"Comforting cup.
Flavor profile: caramel; balanced acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 3 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 3 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-078,الواحات البحرية,Alwahat Albhrya,٤٥٪ بيرو • ٣٥٪ جواتيمالا • ٢٠٪ هندي أرابيكا,45% Peru + 35% Guatemala + 20% Indian Arabica,فنجان منعش، يجمع بين حمضية التفاح الأخضر المشرقة وحلاوة العسل.,"Refreshing cup.
Flavor profile: honey, apple; high acidity; medium body.",رغوة 3 / قوام 3 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 4,Foam 3 / Body 3 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-079,السويس,Alswys,٦٠٪ كولومبي • ٢٥٪ يمني • ١٥٪ فيتنامي,60% Colombian + 25% Yemeni + 15% Vietnamese,فنجان قوي، يجمع بين حلاوة الكرز وعمق الشوكولاتة الداكنة ودفء التوابل.,"Comforting cup.
Flavor profile: chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-080,دندرة,Dndra,٥٠٪ هندي أرابيكا • ٣٠٪ هندي مايسور • ٢٠٪ برازيلي,50% Indian Arabica + 30% Indian Mysore + 20% Brazilian,فنجان رقيق، يجمع بين نعومة الشاي الأبيض وحلاوة التوت البري.,"Signature cup.
Flavor profile: berry; high acidity; medium body.",رغوة 3 / قوام 3 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 3 / Body 3 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-087,المنصورية,Almnswrya,٣٥٪ كولومبي • ٤٥٪ برازيلي • ١٥٪ يمني • ٥٪ بيرو,35% Colombian + 45% Brazilian + 15% Yemeni + 5% Peru,فنجان متوازن، يجمع بين حلاوة الكراميل وحمضية التفاح المنعشة.,"Refreshing cup.
Flavor profile: caramel, apple; bright acidity; medium-full body.",رغوة 4.5 / قوام 4.5 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 4,Foam 4.5 / Body 4.5 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-088,النوبة,Alnwba,٥٠٪ جواتيمالا • ٣٠٪ حبشي • ١٥٪ كولومبي • ٥٪ يمني,50% Guatemala + 30% Ethiopian + 15% Colombian + 5% Yemeni,ألوان النوبة، فنجان يجمع بين رائحة الزهور وحلاوة العسل والخوخ.,"Signature cup.
Flavor profile: honey, peach, floral; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-091,العلمين,Alalmyn,٤٠٪ هندي • ٣٠٪ كولومبي • ١٥٪ فيتنامي • ١٥٪ برازيلي,40% Indian + 30% Colombian + 15% Vietnamese + 15% Brazilian,فنجان رقيق، يجمع بين حلاوة الخوخ الأبيض ونكهة الشاي الناعمة.,"Signature cup.
Flavor profile: peach; bright acidity; medium-full body.",رغوة 4.5 / قوام 4 / حمضية 4 / مرارة 1.5 / نكهة 4 / رائحة 4,Foam 4.5 / Body 4 / Acidity 4 / Bitterness 1.5 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-094,الأهرامات,AlأHramat,٣٠٪ كولومبي • ٢٥٪ حبشي • ٢٥٪ هندي • ٥٪ فيتنامي • ١٥٪ يمني,30% Colombian + 25% Ethiopian + 25% Indian + 5% Vietnamese + 15% Yemeni,عظمة الأهرامات، فنجان معقد يجمع بين حمضية الفواكه وحلاوة العسل والتوابل الفاخرة.,"Luxurious cup.
Flavor profile: honey; high acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 5 / مرارة 1.5 / نكهة 5 / رائحة 5.5,Foam 4 / Body 4 / Acidity 5 / Bitterness 1.5 / Flavor 5 / Aroma 5.5,,,,,,,-,Medium,,,,,,
,,,,,TRB-096,الإسماعيلية,AlإSmaaylya,٣٥٪ بيرو • ٢٥٪ هندي • ٢٥٪ كولومبي • ١٥٪ إندونيسي,35% Peru + 25% Indian + 25% Colombian + 15% Indonesian,فنجان كريمي، يجمع بين حلاوة الكمثرى ونكهة الجوز مع قوام غني.,"Signature cup.
Flavor profile: bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-098,أبو الهول,أBw Alhwl,٤٠٪ بيرو • ٣٠٪ جواتيمالا • ٢٠٪ هندي • ١٠٪ كيني,40% Peru + 30% Guatemala + 20% Indian + 10% Kenyan,غموض أبو الهول، فنجان يجمع بين حمضية التفاح الأخضر المشرقة وحلاوة العسل.,"Signature cup.
Flavor profile: honey, apple; high acidity; medium-full body.",رغوة 4 / قوام 4.5 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4.5 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-099,وادي الملوك,Wady Almlwk,٣٥٪ يمني • ٤٠٪ حبشي • ٢٠٪ كولومبي • ٥٪ برازيلي,35% Yemeni + 40% Ethiopian + 20% Colombian + 5% Brazilian,كنز وادي الملوك، فنجان يجمع بين حلاوة المشمش المجفف والفواكه الداكنة مع قوام حريري.,"Signature cup.
Flavor profile: high acidity; medium body.",رغوة 4 / قوام 3 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 3 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-104,الفسطاط,Alfstat,٢٠٪ برازيلي • ٢٥٪ كولومبي • ٢٥٪ جواتيمالا • ٢٥٪ بيرو • ٥٪ يمني,20% Brazilian + 25% Colombian + 25% Guatemala + 25% Peru + 5% Yemeni,فنجان كلاسيكي، يجمع بين المكسرات والكراميل وشوكولاتة الحليب.,"Signature cup.
Flavor profile: caramel, chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2.5 / نكهة 4 / رائحة 5,Foam 4 / Body 4 / Acidity 4 / Bitterness 2.5 / Flavor 4 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-113,حتشبسوت,Htshbswt,٣٠٪ حبشي • ٤٥٪ جواتيمالا • ١٥٪ كولومبي • ١٠٪ كيني,30% Ethiopian + 45% Guatemala + 15% Colombian + 10% Kenyan,قوة حتشبسوت، فنجان يجمع بين رائحة الزهور وحمضية الفواكه وعمق الشوكولاتة.,"Signature cup.
Flavor profile: chocolate, floral; high acidity; medium-full body.",رغوة 4 / قوام 4.5 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4.5 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-114,رمسيس,Rmsys,٣٥٪ كيني • ٤٥٪ بيرو • ١٥٪ جواتيمالا • ٥٪ برازيلي,35% Kenyan + 45% Peru + 15% Guatemala + 5% Brazilian,فنجان ملكي، يجمع بين حلاوة التوت الأسود والشوكولاتة والمكسرات.,"Signature cup.
Flavor profile: chocolate, berry; bright acidity; medium-full body.",رغوة 4 / قوام 4.5 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 4,Foam 4 / Body 4.5 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-115,توت عنخ آمون,Twt Ankh آMwn,٣٥٪ كوستا ريكي • ٤٠٪ كولومبي • ٢٠٪ بيرو • ٥٪ فيتنامي,35% Costa Rican + 40% Colombian + 20% Peru + 5% Vietnamese,كنز توت عنخ آمون، فنجان يجمع بين حمضية البرتقال وحلاوة السكر البني.,"Signature cup.
Flavor profile: berry; high acidity; medium-full body.",رغوة 3 / قوام 4 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 3 / Body 4 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-118,إخناتون,إKhnatwn,٤٠٪ هندي • ٢٥٪ يمني • ٢٠٪ جواتيمالا • ١٥٪ كولومبي,40% Indian + 25% Yemeni + 20% Guatemala + 15% Colombian,فنجان فريد، يجمع بين التوابل والشوكولاتة وحلاوة الفواكه المجففة.,"Signature cup.
Flavor profile: chocolate; bright acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 4 / مرارة 2.5 / نكهة 5 / رائحة 4,Foam 4 / Body 4 / Acidity 4 / Bitterness 2.5 / Flavor 5 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-120,نفرتيتي,Nfrtyty,٤٥٪ بيرو • ٣٠٪ هندي • ١٥٪ كوستا ريكي • ١٠٪ أوغندي,45% Peru + 30% Indian + 15% Costa Rican + 10% Ugandan,جمال نفرتيتي، فنجان متوازن يجمع بين حلاوة الكمثرى والعسل مع حمضية لطيفة.,"Signature cup.
Flavor profile: honey; high acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 5 / مرارة 2.5 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 5 / Bitterness 2.5 / Flavor 4 / Aroma 4,,,,,,,-,Medium,,,,,,
,,,,,TRB-125,نفرتاري,Nfrtary,٤٠٪ يمني • ٣٠٪ جواتيمالا • ٢٠٪ كولومبي • ١٠٪ برازيلي,40% Yemeni + 30% Guatemala + 20% Colombian + 10% Brazilian,فنجان رقيق، يجمع بين حلاوة الخوخ الأبيض ورائحة الزهور مع حلاوة فاكهية.,"Signature cup.
Flavor profile: peach, floral; high acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 5 / مرارة 2 / نكهة 5 / رائحة 5,Foam 4 / Body 4 / Acidity 5 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,-,Medium,,,,,,
,,,,,TRB-126,الخارجة,Alkharja,٤٥٪ كوستا ريكي • ٢٥٪ حبشي • ٣٠٪ هندي أرابيكا,45% Costa Rican + 25% Ethiopian + 30% Indian Arabica,فنجان يجمع بين حمضية التفاح الأخضر وحلاوة العسل مع لمسة تابلية خفيفة.,"Signature cup.
Flavor profile: honey, apple; bright acidity; medium-full body.",رغوة 3 / قوام 4 / حمضية 4 / مرارة 2 / نكهة 5 / رائحة 5,Foam 3 / Body 4 / Acidity 4 / Bitterness 2 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-127,محطة الرمل,Mhta Alrml,٤٠٪ بيرو • ٣٥٪ كيني • ٢٥٪ برازيلي,40% Peru + 35% Kenyan + 25% Brazilian,فنجان مشرق، يجمع بين حلاوة التوت الأحمر والكراميل والشوكولاتة.,"Signature cup.
Flavor profile: caramel, chocolate, berry; bright acidity; medium-full body.",رغوة 4.5 / قوام 4 / حمضية 3.5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4.5 / Body 4 / Acidity 3.5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح جداً,Light,,,,,,
,,,,,TRB-160,مارينا,Maryna,٩٠٪ برازيلي • ١٠٪ حبشي,90% Brazilian + 10% Ethiopian,فنجان بسيط وأنيق، يجمع بين نكهة المكسرات والشوكولاتة مع لمسة زهرية خفيفة.,"Signature cup.
Flavor profile: chocolate; bright acidity; medium body.",رغوة 3 / قوام 3 / حمضية 4 / مرارة 2 / نكهة 4 / رائحة 3,Foam 3 / Body 3 / Acidity 4 / Bitterness 2 / Flavor 4 / Aroma 3,,,,,,,وسط,Medium,,,,,,
,,,,,TRB-161,سيدي عبد الرحمن,Sydy Abd Alrhmn,٦٠٪ جواتيمالا • ٤٠٪ هندي أرابيكا,60% Guatemala + 40% Indian Arabica,فنجان دافئ، يجمع بين نعومة شوكولاتة الحليب ودفء التوابل وحلاوة الكراميل.,"Comforting cup.
Flavor profile: caramel, chocolate; balanced acidity; medium-full body.",رغوة 4 / قوام 4 / حمضية 3 / مرارة 2 / نكهة 4 / رائحة 4,Foam 4 / Body 4 / Acidity 3 / Bitterness 2 / Flavor 4 / Aroma 4,,,,,,,وسط,Medium,,,,,,
,,,,,TRB-201,حدائق المنتزه,Montaza Gardens,٢٥٪ حبشي • ٢٥٪ كيني • ٥٠٪ بيرو,25% Ethiopian + 25% Kenyan + 50% Peru,نزهة في حدائق المنتزه، فنجان يجمع بين حلاوة التوت الأسود والعسل مع حمضية الليمون المنعشة.,"Refreshing cup.
Flavor profile: honey, berry; bright acidity; full body.",رغوة 5 / قوام 5 / حمضية 3.5 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 5 / Acidity 3.5 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,فاتح,Light,,,,,,
,,,,,TRB-202,واحة سيوة,Siwa Oasis,٤٠٪ يمني • ٤٠٪ بيرو • ٢٠٪ كوستا ريكي,40% Yemeni + 40% Peru + 20% Costa Rican,رحلة إلى سيوة، فنجان دافئ يجمع بين حلاوة الفواكه المجففة ودفء القرفة وعمق الكاكاو.,"A journey in a cup.
Flavor profile: cocoa, cinnamon; bright acidity; full body.",رغوة 4 / قوام 5 / حمضية 4 / مرارة 1 / نكهة 5 / رائحة 5,Foam 4 / Body 5 / Acidity 4 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
,,,,,TRB-203,المعز,Al-Muizz,٦٠٪ كولومبي • ٢٠٪ حبشي • ٢٠٪ برازيلي,60% Colombian + 20% Ethiopian + 20% Brazilian,فنجان كلاسيكي أصيل كشارع المعز، يجمع بين حلاوة الكراميل والجوز وشوكولاتة الحليب.,"Signature cup.
Flavor profile: caramel, chocolate; balanced acidity; medium-full body.",رغوة 5 / قوام 4 / حمضية 3 / مرارة 1 / نكهة 5 / رائحة 5,Foam 5 / Body 4 / Acidity 3 / Bitterness 1 / Flavor 5 / Aroma 5,,,,,,,متوسط,Medium,,,,,,
